pipeline	percId	majorRef	minorReft	noMajorRef	noMinorRef	noBinMajorRef	noBinMinorRef	noBinJunk	noBinRand	time	memory	mappedRef	acutalRef	mismatches	indels	length	alnLength	ins	del	Duplicated
oldPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	2362.00	5.00	0.00	0.00	109.45	406832.00	HQ202949-ORF2	FJ233908-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	1635.00	4891.00	0.00	0.00	106.35	405320.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	2616.00	5.00	0.00	0.00	106.35	405320.00	HQ202949-ORF2	FJ233908-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	153.00	2307.00	0.00	0.00	908.98	403940.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	2454.00	65.00	0.00	0.00	908.98	403940.00	HQ202949-ORF2	FJ233908-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	FJ644562-ORF2	KY806003-ORF2	23188.00	5836.00	16881.00	4874.00	1.00	0.00	736.66	430840.00	KY806003-ORF2	FJ644562-ORF2	0.00	7.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	FJ644562-ORF2	KY806003-ORF2	23188.00	5836.00	16695.00	4855.00	1.00	0.00	54.77	404292.00	KY806003-ORF2	FJ644562-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	FJ644562-ORF2	KY806003-ORF2	23188.00	5836.00	15974.00	4686.00	0.00	0.00	79.07	404036.00	KY806003-ORF2	FJ644562-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	FJ644562-ORF2	KY806003-ORF2	23188.00	5836.00	8094.00	2106.00	0.00	0.00	1678.75	412064.00	KY806003-ORF2	FJ644562-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	19761.00	3090.00	2.00	5.00	1188.18	572060.00	FJ804417-ORF2	FJ804417-ORF2	0.00	8.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	19712.00	31.00	2.00	5.00	110.92	404128.00	FJ804417-ORF2	FJ804417-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	10.00	2573.00	0.00	0.00	110.92	404128.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	18909.00	9.00	0.00	0.00	124.76	408452.00	FJ804417-ORF2	FJ804417-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	1.00	2839.00	0.00	0.00	124.76	408452.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	9633.00	5.00	0.00	0.00	1858.75	405364.00	FJ804417-ORF2	FJ804417-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	FJ804417-ORF2	KP081538-ORF2	22817.00	5801.00	0.00	1655.00	0.00	0.00	1858.75	405364.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	20548.00	4301.00	3.00	0.00	1045.09	441408.00	HQ202948-ORF2	HQ202948-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	10.00	4230.00	0.00	0.00	82.27	408856.00	KX828216-ORF2	LC278346-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	19669.00	13.00	0.00	0.00	95.63	408024.00	HQ202948-ORF2	HQ202948-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	6.00	4036.00	0.00	0.00	95.63	408024.00	KX828216-ORF2	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	9640.00	3.00	0.00	0.00	1992.85	407608.00	HQ202948-ORF2	HQ202948-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	HQ202948-ORF2	LC278346-ORF2	23503.00	5802.00	1.00	2457.00	0.00	0.00	1992.85	407608.00	KX828216-ORF2	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	19684.00	1133.00	5.00	4.00	745.44	665908.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	19633.00	436.00	5.00	4.00	81.18	403804.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	9.00	584.00	0.00	0.00	81.18	403804.00	HQ202949-ORF2	FJ233908-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	18976.00	408.00	0.00	0.00	96.17	408836.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	8.00	569.00	0.00	0.00	96.17	408836.00	HQ202949-ORF2	FJ233908-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	9761.00	47.00	0.00	0.00	1686.67	411212.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	HQ202949-ORF2	FJ233908-ORF2	22661.00	5660.00	1.00	351.00	0.00	0.00	1686.67	411212.00	HQ202949-ORF2	FJ233908-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	20137.00	4373.00	2.00	2.00	760.50	421336.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	20063.00	36.00	1.00	2.00	76.27	404436.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	16.00	4298.00	1.00	0.00	76.27	404436.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	19387.00	14.00	0.00	0.00	100.46	405664.00	HQ202949-ORF2	HQ202949-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	3.00	4047.00	0.00	0.00	100.46	405664.00	JF683403-ORF2	HQ202950-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	9711.00	2.00	0.00	0.00	1973.01	409496.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	HQ202949-ORF2	HQ202950-ORF2	23264.00	5765.00	0.00	2200.00	0.00	0.00	1973.01	409496.00	JF683403-ORF2	HQ202950-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	17286.00	4991.00	2.00	1.00	757.29	658792.00	JF683403-ORF2	HQ202950-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	64.00	4966.00	1.00	1.00	100.95	413224.00	HQ202949-ORF2	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	17049.00	9.00	1.00	0.00	100.95	413224.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	31.00	4783.00	0.00	0.00	103.80	406844.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	15997.00	6.00	0.00	0.00	103.80	406844.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	0.00	2478.00	0.00	0.00	1833.42	408840.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	HQ202950-ORF2	HQ202949-ORF2	22861.00	5719.00	8518.00	5.00	0.00	0.00	1833.42	408840.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	HQ202950-ORF2	JF683403-ORF2	23369.00	5857.00	17637.00	5089.00	3.00	1.00	1019.55	420316.00	JF683403-ORF2	HQ202950-ORF2	1.00	7.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	HQ202950-ORF2	JF683403-ORF2	23369.00	5857.00	17452.00	5076.00	3.00	1.00	51.72	405672.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	HQ202950-ORF2	JF683403-ORF2	23369.00	5857.00	16415.00	4878.00	0.00	0.00	77.85	408328.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	HQ202950-ORF2	JF683403-ORF2	23369.00	5857.00	8358.00	2005.00	0.00	0.00	1710.85	409448.00	JF683403-ORF2	HQ202950-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	20074.00	1994.00	4.00	2.00	10200.53	5078896.00	JF683403-ORF2	JF683403-ORF2	3.00	5.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	20034.00	54.00	4.00	2.00	80.89	405916.00	JF683403-ORF2	JF683403-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	5.00	1804.00	0.00	0.00	80.89	405916.00	KT868187-ORF2	AB512130-ORF2	0.00	7.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	19318.00	32.00	0.00	0.00	103.91	405268.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	1.00	1750.00	0.00	0.00	103.91	405268.00	KT868187-ORF2	AB512130-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	9779.00	4.00	0.00	0.00	1811.18	405616.00	JF683403-ORF2	JF683403-ORF2	0.00	4.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	JF683403-ORF2	AB512130-ORF2	23101.00	5693.00	0.00	1356.00	0.00	0.00	1811.18	405616.00	KT868187-ORF2	AB512130-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	JF683403-ORF2	HQ202950-ORF2	23029.00	6005.00	19932.00	4562.00	4.00	3.00	14590.02	6006096.00	JF683403-ORF2	JF683403-ORF2	2.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	JF683403-ORF2	HQ202950-ORF2	23029.00	6005.00	19895.00	4517.00	4.00	3.00	56.06	406928.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	JF683403-ORF2	HQ202950-ORF2	23029.00	6005.00	19152.00	4223.00	0.00	0.00	76.91	410572.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	JF683403-ORF2	HQ202950-ORF2	23029.00	6005.00	9237.00	1865.00	0.00	0.00	1856.94	407556.00	JF683403-ORF2	JF683403-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	20146.00	897.00	0.00	2.00	668.46	754052.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	20104.00	22.00	0.00	2.00	127.20	401632.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	2.00	369.00	0.00	0.00	127.20	401632.00	KX828216-ORF2	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	3.00	261.00	0.00	0.00	127.20	401632.00	KX828216-ORF2	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	3.00	168.00	0.00	0.00	127.20	401632.00	KX828216-ORF2	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
newPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	19398.00	7.00	0.00	0.00	154.42	413388.00	JF683403-ORF2	JF683403-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	2.00	774.00	0.00	0.00	154.42	413388.00	KX828216-ORF2	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	9650.00	1.00	0.00	0.00	1702.96	411684.00	JF683403-ORF2	JF683403-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	JF683403-ORF2	LC310740-ORF2	23101.00	5851.00	0.00	465.00	0.00	0.00	1702.96	411684.00	KX828216-ORF2	LC310740-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	18527.00	4974.00	1.00	3.00	1148.82	525976.00	JF690911-ORF2	JF690912-ORF2	5.00	5.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	18351.00	7.00	1.00	2.00	86.51	408076.00	JF690911-ORF2	JF690912-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	21.00	4960.00	0.00	1.00	86.51	408076.00	KX169329-ORF2	KX169329-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	17417.00	7.00	0.00	0.00	106.28	409988.00	JF690911-ORF2	JF690912-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	3.00	4781.00	0.00	0.00	106.28	409988.00	KX169329-ORF2	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	10059.00	6.00	0.00	0.00	2010.83	409404.00	JF690911-ORF2	JF690912-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	JF690912-ORF2	KX169329-ORF2	23203.00	5782.00	0.00	2399.00	0.00	0.00	2010.83	409404.00	KX169329-ORF2	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	18172.00	5024.00	2.00	2.00	1021.81	894792.00	JF690911-ORF2	JF690912-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	17969.00	17.00	2.00	2.00	78.32	405308.00	JF690911-ORF2	JF690912-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	51.00	4994.00	0.00	0.00	78.32	405308.00	MF314288-ORF2	MF314288-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	17104.00	9.00	0.00	1.00	103.48	406744.00	JF690911-ORF2	JF690912-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	11.00	4807.00	0.00	0.00	103.48	406744.00	MF314288-ORF2	MF314288-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	9473.00	5.00	0.00	1.00	1946.85	405776.00	JF690911-ORF2	JF690912-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.40	JF690912-ORF2	MF314288-ORF2	22735.00	5782.00	4.00	2444.00	0.00	0.00	1946.85	405776.00	MF314288-ORF2	MF314288-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	20777.00	3787.00	1.00	0.00	1149.33	446156.00	JN382175-ORF2	JN382175-ORF2	0.00	7.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	20712.00	30.00	1.00	0.00	83.42	403664.00	JN382175-ORF2	JN382175-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	31.00	3682.00	0.00	0.00	83.42	403664.00	KY806003-ORF2	KU697031-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	19829.00	8.00	0.00	0.00	95.62	409972.00	JN382175-ORF2	JN382175-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	18.00	3561.00	0.00	0.00	95.62	409972.00	KY806003-ORF2	KU697031-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	9814.00	4.00	0.00	0.00	2012.06	405860.00	JN382175-ORF2	JN382175-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.60	JN382175-ORF2	KU697031-ORF2	23703.00	5953.00	1.00	2312.00	0.00	0.00	2012.06	405860.00	KY806003-ORF2	KU697031-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.30	JN382187-ORF2	JN382189-ORF2	23187.00	5876.00	20389.00	3756.00	2.00	0.00	290.25	519536.00	JN382187-ORF2	JN382187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	JN382187-ORF2	JN382189-ORF2	23187.00	5876.00	20364.00	3566.00	2.00	0.00	53.35	404360.00	JN382187-ORF2	JN382187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	JN382187-ORF2	JN382189-ORF2	23187.00	5876.00	19467.00	3405.00	0.00	0.00	69.37	411952.00	JN382187-ORF2	JN382187-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	JN382187-ORF2	JN382189-ORF2	23187.00	5876.00	9395.00	1549.00	0.00	0.00	1839.01	407360.00	JN382187-ORF2	JN382187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.30	JN382189-ORF2	JN382187-ORF2	22679.00	5790.00	14261.00	5092.00	1.00	1.00	966.56	792052.00	JN382187-ORF2	JN382189-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.30	JN382189-ORF2	JN382187-ORF2	22679.00	5790.00	13502.00	5083.00	1.00	1.00	127.36	407004.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	JN382189-ORF2	JN382187-ORF2	22679.00	5790.00	13370.00	4859.00	0.00	0.00	120.28	407132.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	JN382189-ORF2	JN382187-ORF2	22679.00	5790.00	7933.00	2117.00	0.00	0.00	1670.35	404008.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	14603.00	4901.00	2.00	1.00	900.78	433456.00	JN382187-ORF2	JN382189-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	13800.00	7.00	2.00	1.00	147.71	403820.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	30.00	4886.00	0.00	0.00	147.71	403820.00	KP231118-ORF2	KP231118-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	13733.00	5.00	0.00	0.00	150.19	404864.00	JN382187-ORF2	JN382189-ORF2	0.00	3.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	4.00	4718.00	0.00	0.00	150.19	404864.00	KP231118-ORF2	KP231118-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	8985.00	3.00	0.00	0.00	1741.28	405952.00	JN382187-ORF2	JN382189-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	JN382189-ORF2	KP231118-ORF2	23162.00	5664.00	2.00	2220.00	0.00	0.00	1741.28	405952.00	KP231118-ORF2	KP231118-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	12150.00	5095.00	2.00	0.00	708.88	416076.00	KP081542-ORF2	KP081538-ORF2	2.00	9.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	31.00	5079.00	0.00	0.00	134.19	403780.00	FJ804417-ORF2	FJ804417-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	10243.00	4.00	2.00	0.00	134.19	403780.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	1684.00	1.00	0.00	0.00	134.19	403780.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	6.00	4907.00	0.00	0.00	143.51	406464.00	FJ804417-ORF2	FJ804417-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	11391.00	3.00	0.00	0.00	143.51	406464.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	3.00	2540.00	0.00	0.00	1497.68	405584.00	FJ804417-ORF2	FJ804417-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.30	KP081538-ORF2	FJ804417-ORF2	23112.00	5835.00	6531.00	0.00	0.00	0.00	1497.68	405584.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	11976.00	4992.00	1.00	1.00	12179.77	5255464.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	10138.00	5.00	0.00	0.00	108.47	401372.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	137.00	4958.00	1.00	1.00	108.47	401372.00	KY806003-ORF2	KY806003-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	1656.00	1.00	0.00	0.00	108.47	401372.00	KP081542-ORF2	KP081538-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
newPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	11141.00	5.00	0.00	0.00	120.99	406472.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	101.00	4821.00	0.00	0.00	120.99	406472.00	KY806003-ORF2	KY806003-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	6591.00	0.00	0.00	0.00	1576.50	406020.00	KP081542-ORF2	KP081538-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	KP081538-ORF2	KY806003-ORF2	22987.00	5969.00	1.00	2483.00	0.00	0.00	1576.50	406020.00	KY806003-ORF2	KY806003-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
