Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	1.00	1.00	10.85	1.12	9.75	807024.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	1.00	2.00	8.58	1.07	10.02	671012.00	129%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	1.00	3.00	8.08	1.07	9.96	642560.00	136%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	1.00	1.00	6.32	1.00	5.32	418376.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	1.00	1.00	6.77	0.85	5.92	418420.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	2.00	1.00	10.90	1.04	9.87	819748.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	2.00	2.00	8.55	1.23	9.86	676224.00	129%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	2.00	3.00	8.18	1.07	10.13	657564.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	2.00	1.00	6.31	0.97	5.34	418448.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	2.00	1.00	6.73	0.97	5.76	418444.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	3.00	1.00	10.91	1.09	9.84	812400.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	3.00	2.00	8.53	1.05	9.95	675244.00	128%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	3.00	3.00	8.08	1.07	9.98	655500.00	136%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	3.00	1.00	6.33	0.92	5.41	418372.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	3.00	1.00	6.79	0.95	5.83	418508.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	4.00	1.00	10.85	1.08	9.78	839932.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	4.00	2.00	8.56	1.18	9.88	668532.00	129%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	4.00	3.00	8.12	1.03	10.10	657884.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	4.00	1.00	6.32	0.92	5.39	418420.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	4.00	1.00	6.76	0.85	5.90	418420.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	5.00	1.00	10.87	1.10	9.78	808816.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	5.00	2.00	8.50	1.07	9.82	655716.00	128%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	5.00	3.00	8.16	1.21	10.11	645100.00	138%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	5.00	1.00	6.29	0.77	5.51	418404.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	5.00	1.00	6.75	0.89	5.86	418508.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	6.00	1.00	10.85	1.00	9.87	851780.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	6.00	2.00	8.49	1.05	9.92	668816.00	129%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	6.00	3.00	8.15	1.17	10.02	651512.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	6.00	1.00	6.32	0.88	5.43	418420.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	6.00	1.00	6.80	0.83	5.96	418372.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	7.00	1.00	10.83	0.88	9.97	795476.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	7.00	2.00	8.54	1.03	9.94	664504.00	128%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	7.00	3.00	8.12	1.13	10.00	651664.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	7.00	1.00	6.33	0.88	5.44	418504.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	7.00	1.00	6.76	0.82	5.93	418440.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	8.00	1.00	10.90	1.10	9.81	822360.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	8.00	2.00	8.53	1.03	10.02	670836.00	129%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	8.00	3.00	8.14	0.98	10.26	647204.00	138%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	8.00	1.00	6.31	0.89	5.41	418428.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	8.00	1.00	6.75	0.87	5.88	418380.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	9.00	1.00	10.81	1.10	9.74	797684.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	9.00	2.00	8.54	1.02	9.95	673024.00	128%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	9.00	3.00	8.11	1.08	10.11	646924.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	9.00	1.00	6.29	0.94	5.34	418372.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	9.00	1.00	6.72	0.90	5.81	418440.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	10.00	1.00	10.89	1.16	9.75	800728.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	10.00	2.00	8.56	1.13	9.89	671048.00	128%
seqkit	dataset_C.fastq	fastIO	9186045.00	3215116.00	2143411.00	10.00	3.00	8.13	1.15	10.02	644544.00	137%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	10.00	1.00	6.29	0.90	5.38	418424.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	3215116.00	3215116.00	10.00	1.00	6.74	0.80	5.94	418444.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	1.00	1.00	13.53	1.49	12.06	1297320.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	1.00	2.00	10.07	1.49	11.69	1105124.00	130%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	1.00	3.00	9.55	1.54	11.92	1103352.00	141%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	1.00	1.00	7.49	1.10	6.39	634512.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	1.00	1.00	7.82	1.13	6.68	634536.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	2.00	1.00	13.55	1.40	12.18	1309348.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	2.00	2.00	10.05	1.62	11.59	1101012.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	2.00	3.00	9.44	1.45	11.79	1102228.00	140%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	2.00	1.00	7.49	1.15	6.33	634532.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	2.00	1.00	7.77	1.23	6.53	634524.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	3.00	1.00	13.51	1.40	12.13	1300860.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	3.00	2.00	10.05	1.55	11.69	1106608.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	3.00	3.00	9.55	1.50	12.03	1101348.00	141%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	3.00	1.00	7.44	1.07	6.36	634500.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	3.00	1.00	7.80	1.12	6.68	634456.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	4.00	1.00	13.51	1.45	12.08	1313896.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	4.00	2.00	10.07	1.55	11.65	1110464.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	4.00	3.00	9.45	1.49	11.77	1106152.00	140%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	4.00	1.00	7.46	1.12	6.33	634532.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	4.00	1.00	7.74	1.14	6.60	634600.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	5.00	1.00	13.45	1.30	12.17	1293044.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	5.00	2.00	10.11	1.53	11.84	1102768.00	132%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	5.00	3.00	9.49	1.47	11.85	1117884.00	140%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	5.00	1.00	7.45	1.14	6.31	634460.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	5.00	1.00	7.82	1.12	6.70	634532.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	6.00	1.00	13.54	1.42	12.14	1315988.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	6.00	2.00	10.05	1.49	11.67	1109088.00	130%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	6.00	3.00	9.49	1.42	11.97	1101260.00	141%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	6.00	1.00	7.47	1.11	6.36	634508.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	6.00	1.00	7.79	1.10	6.68	634532.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	7.00	1.00	13.59	1.39	12.22	1300808.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	7.00	2.00	10.11	1.40	11.93	1122768.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	7.00	3.00	9.48	1.51	11.83	1106316.00	140%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	7.00	1.00	7.45	1.22	6.22	634496.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	7.00	1.00	7.77	1.08	6.68	634460.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	8.00	1.00	13.50	1.40	12.12	1314296.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	8.00	2.00	10.05	1.58	11.71	1104064.00	132%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	8.00	3.00	9.48	1.57	11.84	1099456.00	141%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	8.00	1.00	7.45	1.09	6.35	634464.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	8.00	1.00	7.79	1.07	6.71	634456.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	9.00	1.00	13.10	1.45	11.67	1383004.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	9.00	2.00	10.10	1.52	11.75	1104836.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	9.00	3.00	9.56	1.45	12.05	1108836.00	141%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	9.00	1.00	7.43	1.18	6.24	634532.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	9.00	1.00	7.76	1.20	6.55	634536.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	10.00	1.00	13.39	1.31	12.11	1276376.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	10.00	2.00	10.21	1.43	12.01	1103620.00	131%
seqkit	dataset_C.fastq	fastIO	9186045.00	4593022.00	3062015.00	10.00	3.00	9.57	1.52	12.11	1105952.00	142%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	10.00	1.00	7.46	1.20	6.26	634472.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	4593022.00	4593022.00	10.00	1.00	7.74	1.11	6.62	634460.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	1.00	1.00	15.01	1.59	13.45	1504956.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	1.00	2.00	10.85	1.65	13.19	1225044.00	136%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	1.00	3.00	10.10	1.72	12.85	1131656.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	1.00	1.00	8.12	1.44	6.68	735296.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	1.00	1.00	8.35	1.40	6.94	735296.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	2.00	1.00	14.88	1.69	13.22	1533812.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	2.00	2.00	10.84	1.58	12.85	1173680.00	133%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	2.00	3.00	10.12	1.66	13.11	1142572.00	145%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	2.00	1.00	8.15	1.35	6.80	735292.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	2.00	1.00	8.34	1.20	7.14	735424.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	3.00	1.00	14.84	1.59	13.28	1548720.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	3.00	2.00	10.93	1.54	13.19	1166600.00	134%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	3.00	3.00	10.19	1.76	13.00	1140500.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	3.00	1.00	8.16	1.20	6.95	735272.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	3.00	1.00	8.34	1.33	7.01	735344.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	4.00	1.00	15.03	1.56	13.50	1525060.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	4.00	2.00	10.85	1.59	12.93	1164440.00	133%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	4.00	3.00	10.21	1.66	13.06	1143880.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	4.00	1.00	8.16	1.40	6.76	735272.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	4.00	1.00	8.33	1.30	7.02	735332.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	5.00	1.00	15.12	1.58	13.57	1566120.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	5.00	2.00	10.90	1.64	13.17	1199484.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	5.00	3.00	10.20	1.72	13.06	1133900.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	5.00	1.00	8.09	1.33	6.75	735416.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	5.00	1.00	8.42	1.39	7.03	735296.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	6.00	1.00	15.00	1.60	13.42	1492356.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	6.00	2.00	10.87	1.50	13.22	1199836.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	6.00	3.00	10.29	1.65	13.39	1136160.00	146%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	6.00	1.00	8.15	1.34	6.80	735060.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	6.00	1.00	8.36	1.28	7.07	735360.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	7.00	1.00	14.65	1.53	13.15	1514140.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	7.00	2.00	10.87	1.61	13.08	1199920.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	7.00	3.00	10.18	1.62	13.09	1132168.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	7.00	1.00	8.18	1.29	6.88	735116.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	7.00	1.00	8.37	1.43	6.94	735420.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	8.00	1.00	14.64	1.58	13.08	1518544.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	8.00	2.00	10.90	1.63	13.04	1188408.00	134%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	8.00	3.00	10.12	1.55	13.14	1138348.00	145%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	8.00	1.00	8.12	1.29	6.82	735296.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	8.00	1.00	8.39	1.27	7.12	735324.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	9.00	1.00	15.15	1.62	13.56	1555692.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	9.00	2.00	10.86	1.57	12.94	1162152.00	133%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	9.00	3.00	10.19	1.66	13.12	1154816.00	145%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	9.00	1.00	8.18	1.27	6.91	735320.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	9.00	1.00	8.43	1.33	7.09	735360.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	10.00	1.00	15.11	1.71	13.43	1540792.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	10.00	2.00	10.88	1.64	13.31	1236200.00	137%
seqkit	dataset_C.fastq	fastIO	9186045.00	5511628.00	3674419.00	10.00	3.00	10.18	1.67	13.00	1131884.00	144%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	10.00	1.00	8.15	1.40	6.74	735356.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	5511628.00	5511628.00	10.00	1.00	8.46	1.27	7.18	735344.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	1.00	1.00	18.58	2.29	16.32	2662672.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	1.00	2.00	13.26	2.28	15.74	2204504.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	1.00	3.00	12.30	2.21	16.56	2159688.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	1.00	1.00	9.37	1.51	7.85	885824.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	1.00	1.00	9.54	1.52	8.01	885864.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	2.00	1.00	18.43	2.20	16.26	2665560.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	2.00	2.00	13.71	2.32	16.62	2243012.00	138%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	2.00	3.00	12.28	2.42	16.09	2171248.00	150%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	2.00	1.00	9.37	1.65	7.72	885844.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	2.00	1.00	9.63	1.54	8.08	885856.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	3.00	1.00	18.37	2.08	16.32	2650228.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	3.00	2.00	13.29	2.34	16.10	2248360.00	138%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	3.00	3.00	12.32	2.25	16.49	2165052.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	3.00	1.00	9.36	1.60	7.76	885856.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	3.00	1.00	9.53	1.66	7.87	885856.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	4.00	1.00	18.67	2.19	16.52	2655724.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	4.00	2.00	13.47	2.29	16.35	2208824.00	138%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	4.00	3.00	12.36	2.20	16.52	2172568.00	151%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	4.00	1.00	9.40	1.54	7.85	885792.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	4.00	1.00	9.60	1.64	7.95	885820.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	5.00	1.00	18.60	2.27	16.36	2655384.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	5.00	2.00	13.11	2.40	15.42	2255772.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	5.00	3.00	12.35	2.22	16.62	2167416.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	5.00	1.00	9.34	1.58	7.76	885860.00	100%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	5.00	1.00	9.63	1.52	8.11	885832.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	6.00	1.00	17.65	2.34	15.34	2576756.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	6.00	2.00	13.46	2.39	16.23	2204884.00	138%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	6.00	3.00	12.33	2.37	16.47	2181012.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	6.00	1.00	9.31	1.66	7.65	885800.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	6.00	1.00	9.58	1.62	7.96	885820.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	7.00	1.00	18.85	2.19	16.70	2680092.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	7.00	2.00	13.17	2.15	15.79	2219912.00	136%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	7.00	3.00	12.53	2.43	16.70	2161892.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	7.00	1.00	9.29	1.60	7.68	885856.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	7.00	1.00	9.53	1.65	7.87	885856.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	8.00	1.00	17.63	2.11	15.56	2640064.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	8.00	2.00	13.25	2.37	15.86	2212872.00	137%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	8.00	3.00	12.34	2.10	16.52	2171972.00	150%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	8.00	1.00	9.34	1.53	7.80	885860.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	8.00	1.00	9.49	1.55	7.93	885836.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	9.00	1.00	18.50	2.19	16.34	2647968.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	9.00	2.00	13.35	2.27	16.37	2214940.00	139%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	9.00	3.00	12.26	2.37	16.19	2170632.00	151%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	9.00	1.00	9.29	1.63	7.66	885920.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	9.00	1.00	9.55	1.52	8.02	885920.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	10.00	1.00	18.52	2.17	16.38	2682108.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	10.00	2.00	13.07	2.32	15.45	2221128.00	135%
seqkit	dataset_C.fastq	fastIO	9186045.00	6889534.00	4593023.00	10.00	3.00	12.22	2.33	16.33	2169700.00	152%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	10.00	1.00	9.30	1.54	7.76	885820.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	6889534.00	6889534.00	10.00	1.00	9.60	1.53	8.06	885796.00	99%
seqkit	dataset_C.fastq	fastIO	9186045.00	7808139.00	5205426.00	1.00	1.00	21.84	2.45	19.42	2544108.00	100%
seqkit	dataset_C.fastq	fastIO	9186045.00	7808139.00	5205426.00	1.00	2.00	14.70	2.61	17.73	2190404.00	138%
seqkit	dataset_C.fastq	fastIO	9186045.00	7808139.00	5205426.00	1.00	3.00	13.43	2.62	17.95	2172852.00	153%
fqGetIds	dataset_C.fastq	fastIO	9186045.00	7808139.00	7808139.00	1.00	1.00	10.09	1.65	8.43	986120.00	99%
fqGetIdsMem	dataset_C.fastq	fastIO	9186045.00	7808139.00	7808139.00	1.00	1.00	10.28	1.74	8.54	986152.00	100%
